"YearSplit{l in TIMESLICE, y in YEAR}  Units: Fraction of 8760 hours", , , , , , , , , , , , , , , , 
The fraction of the year in each time slice., , , , , , , , , , , , , , , , 
Unit: Fraction of 8760 hours, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
Year,Q1N,Q1M,Q1P,Q1A,Q2N,Q2M,Q2P,Q2A,Q3N,Q3M,Q3P,Q3A,Q4N,Q4M,Q4P,Q4A
2018,"0,001655251141552511","0,0001712328767123288","0,00045662100456621","0,00045662100456621","0,0009132420091324201","0,0003424657534246575","0,0009132420091324201","0,0005707762557077625","0,001084474885844749","0,000228310502283105","0,0007990867579908676","0,0006278538812785388","0,001769406392694064","0,0003995433789954338","0,0002853881278538813","0,0002853881278538813"
2020,"0,001655251141552511","0,0001712328767123288","0,00045662100456621","0,00045662100456621","0,0009132420091324201","0,0003424657534246575","0,0009132420091324201","0,0005707762557077625","0,001084474885844749","0,000228310502283105","0,0007990867579908676","0,0006278538812785388","0,001769406392694064","0,0003995433789954338","0,0002853881278538813","0,0002853881278538813"
2025,"0,001655251141552511","0,0001712328767123288","0,00045662100456621","0,00045662100456621","0,0009132420091324201","0,0003424657534246575","0,0009132420091324201","0,0005707762557077625","0,001084474885844749","0,000228310502283105","0,0007990867579908676","0,0006278538812785388","0,001769406392694064","0,0003995433789954338","0,0002853881278538813","0,0002853881278538813"
2030,"0,001655251141552511","0,0001712328767123288","0,00045662100456621","0,00045662100456621","0,0009132420091324201","0,0003424657534246575","0,0009132420091324201","0,0005707762557077625","0,001084474885844749","0,000228310502283105","0,0007990867579908676","0,0006278538812785388","0,001769406392694064","0,0003995433789954338","0,0002853881278538813","0,0002853881278538813"
2035,"0,001655251141552511","0,0001712328767123288","0,00045662100456621","0,00045662100456621","0,0009132420091324201","0,0003424657534246575","0,0009132420091324201","0,0005707762557077625","0,001084474885844749","0,000228310502283105","0,0007990867579908676","0,0006278538812785388","0,001769406392694064","0,0003995433789954338","0,0002853881278538813","0,0002853881278538813"
2040,"0,001655251141552511","0,0001712328767123288","0,00045662100456621","0,00045662100456621","0,0009132420091324201","0,0003424657534246575","0,0009132420091324201","0,0005707762557077625","0,001084474885844749","0,000228310502283105","0,0007990867579908676","0,0006278538812785388","0,001769406392694064","0,0003995433789954338","0,0002853881278538813","0,0002853881278538813"
2045,"0,001655251141552511","0,0001712328767123288","0,00045662100456621","0,00045662100456621","0,0009132420091324201","0,0003424657534246575","0,0009132420091324201","0,0005707762557077625","0,001084474885844749","0,000228310502283105","0,0007990867579908676","0,0006278538812785388","0,001769406392694064","0,0003995433789954338","0,0002853881278538813","0,0002853881278538813"
2050,"0,001655251141552511","0,0001712328767123288","0,00045662100456621","0,00045662100456621","0,0009132420091324201","0,0003424657534246575","0,0009132420091324201","0,0005707762557077625","0,001084474885844749","0,000228310502283105","0,0007990867579908676","0,0006278538812785388","0,001769406392694064","0,0003995433789954338","0,0002853881278538813","0,0002853881278538813"
